"","Name","Position","index","Squad","Comp","Age","Url","Nation","Starts_Playing","MP_Playing","Min_Playing","Gls","Ast","G_minus_PK","npxG_Expected","xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","xA","Final_Third","PPA","CrsPA","SCA_SCA","GCA_GCA","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Tkl_Challenges","Tkl_percent_Challenges","Touches_Touches","Att 3rd_Touches","Att_Take","Succ_Take","Succ_percent_Take","Carries_Carries","Final_Third_Carries","CPA_Carries","Fld","Crs","Won_percent_Aerial"
"1107","Joshua Kimmich","Midfield",327,"Bayern Munich","Bundesliga",28,"https://fbref.com/en/players/49296448/Joshua-Kimmich","GER",25,26,2216,0.16,0.16,0.16,0.06,0.19,1.34,10.03,1.83,1.02,0.45,0.01,0.01,0,86.06,3.43,0.28,8.94,2.15,0.08,4.43,0.53,1.54,0.93,1.46,4.1,1.18,1.38,2.23,96.17,25.14,0.73,0.32,1.8,54.83,0.81,0.16,1.58,7.11,1.24
"1108","Joshua Zirkzee","Forward",427,"Bologna","Serie A",21,"https://fbref.com/en/players/028e70b9/Joshua-Zirkzee","NED",4,12,567,0.16,0.32,0.16,0.4,0.17,1.43,1.75,6.51,3.02,0.79,0.01,0.03,0.02,28.73,11.92,0.05,1.11,0.48,0,4.29,0.63,0.16,0.16,0.63,1.11,0.48,0.32,6.35,41.27,19.84,3.81,2.22,9.25,25.87,1.9,0.79,0.63,0.16,4.92
"1109","Josip Brekalo","Winger",898,"Fiorentina","Serie A",24,"https://fbref.com/en/players/d4a2533d/Josip-Brekalo","CRO",0,3,95,0,0,0,0.09,0.38,5.68,8.53,17.05,1.89,0,0,NA,0.03,51.16,68.4,0.38,1.89,6.63,1.89,6.63,0,0.95,0,0,1.89,0,0.95,47.37,62.53,33.16,2.84,1.89,63.19,43.58,2.84,0.95,1.89,5.68,0
"1110","Josip Stanišić","Full-Back",339,"Bayern Munich","Bundesliga",23,"https://fbref.com/en/players/7ed08d5c/Josip-Stanisic","CRO",3,12,472,0,0,0,0,0.08,1.91,11.25,5.91,0,0,NA,NA,NA,96.29,17.29,0.13,5.91,1.91,0.57,1.91,0.19,2.1,1.14,1.14,4.77,1.72,2.29,13.46,104.68,18.11,1.33,0.76,10.89,66.17,2.67,0.19,0.38,1.53,12.72
"1111","Joško Gvardiol","Centre-Back",1944,"RB Leipzig","Bundesliga",21,"https://fbref.com/en/players/5ad50391/Josko-Gvardiol","CRO",20,25,1826,0.05,0,0.05,0.07,0.02,1.23,5.18,0.1,0.54,0.15,0,0.02,0.01,89.56,4.41,0.03,6.01,0.35,0.05,1.18,0.1,0.64,1.63,1.38,2.32,3.45,0.35,2.03,99.12,2.66,0.79,0.74,4.62,71.86,0.44,0.15,0.59,0.15,2.83
"1112","Josuha Guilavogui","Midfield",2742,"Wolfsburg","Bundesliga",32,"https://fbref.com/en/players/e6c43eec/Josuha-Guilavogui","FRA",5,16,640,0.14,0,0.14,0.03,0.06,0.28,4.5,0.7,0.42,0.14,0.05,0.14,0.01,48.8,10.9,0.11,3.94,0.7,0,1.55,0,1.12,1.69,1.69,3.38,3.66,0.56,3.75,61.03,6.47,0.42,0.28,9.38,26.16,0.42,0,0.84,0.28,7.87
"1113","Juan Bernat","Full-Back",1914,"Paris S-G","Ligue 1",30,"https://fbref.com/en/players/433dc9a2/Juan-Bernat","ESP",12,21,1139,0.08,0.24,0.08,0.07,0.18,1.42,1.74,7.59,0.55,0.47,0.01,0.01,0.01,57.29,7.32,0.16,2.05,0.4,0.08,2.05,0.32,1.03,0.63,0.63,2.53,1.26,1.34,4.48,64.87,16.2,2.21,1.19,4.24,50.1,1.19,0.63,0.47,0.63,3.51
"1114","Juan Brandáriz","Centre-Back",38,"Almería","La Liga",24,"https://fbref.com/en/players/2475cf9b/Juan-Brandariz","ESP",12,17,1197,0.08,0,0.08,0.03,0,0.83,2.18,0.75,0.15,0.08,0.04,0.08,0.01,46.77,6.17,0.01,1.95,0.15,0.08,0.53,0,0.98,1.05,1.13,2.86,3.23,0.75,4.42,56.32,5.49,0.9,0.38,3.14,30.75,0.38,0.08,0.23,0.45,5.17
"1115","Juan Carlos","Attacking Midfield",1003,"Girona","La Liga",35,"https://fbref.com/en/players/688b96e3/Juan-Carlos","ESP",10,10,900,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,34,8.47,0,0.1,0,0,0,0,0,0,0.1,0.1,0.7,0,NA,35.6,0,0,0,NA,21.2,0,0,0,0,10
"1116","Juan Cruz Armada","Full-Back",1894,"Osasuna","La Liga",30,"https://fbref.com/en/players/a56da3ba/Juan-Cruz-Armada","ESP",18,20,1623,0,0,0,0.01,0.06,0.83,3.11,2.94,0.06,0,0,NA,0.01,44.92,4.15,0.05,3.11,0.83,0.55,1.72,0.11,0.55,0.83,0.67,1.66,2.22,0.61,2.91,52.13,10.37,0.78,0.33,2.38,24.95,0.83,0.06,0.44,1.89,2.68
"1117","Juan Cuadrado","Full-Back",1150,"Juventus","Serie A",34,"https://fbref.com/en/players/0ab1f153/Juan-Cuadrado","COL",18,23,1454,0.06,0.19,0.06,0.07,0.14,1.86,3.47,5.82,1.55,0.43,0,0.01,0,56.57,5.16,0.11,2.17,1.05,0.56,3.4,0.37,1.49,0.74,0.99,3.28,1.36,1.11,2.48,67.84,18.14,1.92,0.62,2,38.31,1.36,0.99,1.86,4.15,2.89
"1118","Juan Foyth","Full-Back",2663,"Villarreal","La Liga",25,"https://fbref.com/en/players/6c7762c3/Juan-Foyth","ARG",15,17,1351,0.07,0,0.07,0.05,0.09,2.4,4.73,0.73,0.67,0.27,0.01,0.02,0.01,57.69,5.82,0.07,4.2,0.53,0.07,1.27,0.07,2.33,1.53,0.93,4.73,3.4,2.2,4.88,70.61,12.99,2.6,1.27,3.24,35.24,2.07,0.07,0.6,0.4,4.68
"1119","Juan Jesus","Centre-Back",1777,"Napoli","Serie A",31,"https://fbref.com/en/players/79083382/Juan-Jesus","BRA",7,9,624,0.14,0,0.14,0.03,0,0.58,4.47,0.14,0.58,0.14,0.04,0.14,0.01,67.36,12.97,0.03,3.17,0.14,0,1.15,0.14,0.87,2.16,0.87,2.31,3.17,0.72,10.3,77.02,1.3,0,0,NA,48.75,0.14,0,0.29,0,12.01
"1120","Juan Miranda","Full-Back",363,"Betis","La Liga",23,"https://fbref.com/en/players/ead61f73/Juan-Miranda","ESP",8,12,782,0.12,0,0.12,0.15,0.14,1.5,4.72,5.87,1.04,0.35,0.01,0.04,0.02,48.8,8.01,0.09,3.57,1.73,0.35,2.19,0.12,1.04,1.04,1.27,2.76,3.68,1.04,6.09,59.04,18.64,1.04,0.46,5.11,28.31,1.5,0,1.15,4.95,5.97
"1121","Juan Musso","Goalkeeper",159,"Atalanta","Serie A",28,"https://fbref.com/en/players/a111cf41/Juan-Musso","ARG",23,23,1987,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.89,3.32,0,0,0,0,0.05,0,0.05,0,0,0.05,0.5,0.05,4.53,32.7,0,0,0,NA,19.2,0.05,0.05,0.23,0,4.53
"1122","Juan Perea","Forward",2414,"Stuttgart","Bundesliga",23,"https://fbref.com/en/players/ff3d391c/Juan-Perea","COL",3,15,398,0.23,0,0.23,0.05,0.16,2.04,1.81,6.33,0.45,0.23,0.11,0.23,0.02,16.96,14.18,0.09,1.58,0.45,0.23,2.04,0.23,0.9,0.45,0.23,1.36,0.68,0.45,11.31,30.98,13.79,3.39,0.9,6.04,18.99,0.9,0.45,2.49,1.36,4.77
"1123","Juanjo Narváez","Forward",2638,"Valladolid","La Liga",28,"https://fbref.com/en/players/485e4939/Juanjo-Narvaez","COL",1,5,148,0,0,0,0.12,0,0,0,5.47,1.82,0,0,NA,0.04,21.89,42.2,0,0,0,0,0,0,0.61,1.22,0,0.61,0,0.61,60.81,31.01,15.2,1.82,0.61,20.25,17.64,1.22,0,5.47,0.61,20.25
"1124","Juanmi","Winger",362,"Betis","La Liga",29,"https://fbref.com/en/players/84399660/Juanmi","ESP",8,16,772,0.47,0,0.47,0.37,0.1,1.17,1.52,3.85,1.87,0.82,0.03,0.07,0.02,25.06,9.98,0.1,0.7,0.35,0,2.33,0.23,0.93,0.82,0.35,1.75,0.35,0.7,2.91,35.79,12.24,3.26,1.4,5,20.28,1.87,0.47,1.98,0,4.29
"1125","Juanpe","Centre-Back",1013,"Girona","La Liga",31,"https://fbref.com/en/players/1633fc8a/Juanpe","ESP",11,12,930,0,0,0,0.01,0.01,0.39,2.71,0.19,0.19,0,0,NA,0.01,55.94,8.17,0.03,2.42,0,0,1.16,0,0.77,0.29,0.68,1.74,3.97,0.68,6.15,62.61,1.94,0.1,0.1,9.68,36.48,0.1,0,0.1,0.1,7.04
"1126","Jubal","Centre-Back",275,"Auxerre","Ligue 1",29,"https://fbref.com/en/players/56ae428b/Jubal","BRA",27,29,2497,0.07,0.04,0.07,0.05,0.01,0.22,2.13,0,0.5,0.11,0.01,0.02,0,38.49,2.95,0.03,2.13,0.14,0.07,0.47,0.07,0.65,1.51,1.59,2.67,5.41,0.61,2.36,50.5,1.48,0.22,0.04,0.6,32.15,0.4,0,0.79,0.14,2.1
"1127","Jude Bellingham","Midfield",717,"Dortmund","Bundesliga",19,"https://fbref.com/en/players/57d88cf9/Jude-Bellingham","ENG",25,26,2255,0.16,0.16,0.16,0.21,0.13,3.11,8.5,4.55,1.96,0.64,0,0.01,0,54.68,3.25,0.16,5.99,1.52,0.12,4.07,0.52,1.4,1.72,1.16,3.75,0.92,1.28,2.9,69.96,20.51,5.43,2.99,2.2,44.62,1.76,0.76,2.51,0.96,2.1
"1128","Julen Agirrezabala","Goalkeeper",173,"Athletic Club","La Liga",22,"https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala","ESP",5,6,495,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,32.18,12.13,0,0.36,0,0,0,0,0,0,0,0,0.18,0,NA,33.82,0,0,0,NA,19.09,0,0,0,0,NA
"1129","Jules Koundé","Centre-Back",307,"Barcelona","La Liga",24,"https://fbref.com/en/players/4d1666ff/Jules-Kounde","FRA",19,20,1661,0,0.11,0,0.04,0.08,1.73,5.96,1.84,0.54,0,0,NA,0,72.72,4.76,0.08,6.94,0.49,0.16,1.41,0.27,0.87,0.92,0.92,2.22,2.28,0.81,4.28,81.28,11.43,1.08,0.6,2.98,52.83,1.63,0.16,0.49,0.98,3.74
"1130","Julián Álvarez","Forward",1551,"Manchester City","Premier League",23,"https://fbref.com/en/players/15ab5a2b/Julian-Alvarez","ARG",7,22,861,0.73,0,0.63,0.46,0.13,2.3,2.51,5.85,3.14,1.36,0.02,0.05,0.02,29.16,8.09,0.09,1.36,0.84,0.21,3.34,0.21,0.94,1.15,0.1,1.67,0.42,0.31,1.84,38.78,20.7,1.67,1.05,6.53,21.95,0.73,1.25,0.84,1.15,2.61
"1131","Julian Baumgartlinger","Midfield",226,"Augsburg","Bundesliga",35,"https://fbref.com/en/players/69374ff5/Julian-Baumgartlinger","AUT",3,13,464,0,0,0,0.06,0.02,0.19,3.69,0,0.58,0,0,NA,0.02,36.85,15.83,0.04,2.52,1.36,0.19,1.36,0,0.58,0.78,0.78,3.49,2.91,1.16,7.27,48.1,6.79,0.39,0.19,9.7,23.47,0.19,0,1.36,0.39,7.76
"1132","Julian Brandt","Attacking Midfield",718,"Dortmund","Bundesliga",26,"https://fbref.com/en/players/a167537f/Julian-Brandt","GER",22,25,1885,0.38,0.19,0.38,0.18,0.32,2.2,4.34,7.83,1.38,0.72,0.01,0.03,0.01,51.56,3.68,0.28,2.1,1.43,0.33,4.87,0.62,0.76,0.76,0.72,1.77,0.29,0.43,1.53,61.78,30.51,3.25,1.58,2.32,36.86,1.38,0.81,0.72,6.35,1.19
"1133","Julian Chabot","Centre-Back",1175,"Köln","Bundesliga",25,"https://fbref.com/en/players/ae7058f9/Julian-Chabot","GER",14,14,1173,0,0.15,0,0.08,0.12,0.15,2.61,0.08,0.69,0.15,0,0,0.01,59.62,6.47,0.06,2.69,0,0,0.92,0.15,1.61,1.46,1.99,4.3,5.91,1.23,4.72,73.73,1.76,0.15,0.08,3.84,38.98,0.38,0.08,1.23,0.08,5.18
"1134","Julian Jeanvier","Centre-Back",273,"Auxerre","Ligue 1",31,"https://fbref.com/en/players/5cb215fc/Julian-Jeanvier","GUI",16,17,1398,0.06,0,0.06,0.08,0,0.26,1.48,0.32,0.52,0.26,0.01,0.02,0.01,42.49,5.4,0.01,0.97,0,0,0.58,0,0.9,0.9,1.35,3.22,4.57,0.77,4.07,52.73,1.35,0.19,0.13,4.29,36.82,0.26,0,0.64,0.06,2.85
"1135","Julian Kristoffersen","Forward",2150,"Salernitana","Serie A",25,"https://fbref.com/en/players/b804c280/Julian-Kristoffersen","NOR",0,1,18,0,0,0,0,0,0,0,10,0,0,NA,NA,NA,10,0,0,0,0,0,0,0,0,5,0,0,0,0,NA,20,10,0,0,NA,5,0,0,0,0,125
"1136","Julian Ryerson","Full-Back",740,"Dortmund","Bundesliga",25,"https://fbref.com/en/players/009a4f60/Julian-Ryerson","NOR",10,10,841,0.11,0,0.11,0.04,0.09,3.85,3.32,4.39,0.86,0.21,0.01,0.05,0.01,64,8.59,0.09,2.89,0.54,0.43,1.71,0,0.54,0.75,0.64,2.14,1.93,1.18,7.36,75.77,20.12,3.42,1.39,4.34,38.95,1.82,0.32,1.28,3.32,6.11
"1137","Julian Weigl","Midfield",1494,"M'Gladbach","Bundesliga",27,"https://fbref.com/en/players/346d51d9/Julian-Weigl","GER",14,16,1264,0,0,0,0.02,0.03,0.21,3.28,0.14,0.43,0,0,NA,0,55.04,6.29,0.04,2.28,0.36,0,0.71,0.14,0.85,1,0.85,2.92,1.5,1.14,3.93,62.44,4.13,0.64,0.43,4.75,33.61,0.5,0,1.21,0,4.15
"1138","Julien Laporte","Centre-Back",1426,"Lorient","Ligue 1",29,"https://fbref.com/en/players/f066022d/Julien-Laporte","FRA",18,18,1540,0,0,0,0.02,0,0.23,2.05,0,0.35,0.12,0,0,0,42.72,4.97,0.01,2.81,0.06,0,0.53,0,0.88,1.69,1.05,2.28,6.31,0.94,4.25,54.29,0.88,0.06,0.06,5.84,37.87,0.23,0,0.88,0,3.53
"1139","Junior Dina Ebimbe","Midfield",750,"Eint Frankfurt","Bundesliga",22,"https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe","FRA",8,12,807,0.22,0.11,0.22,0.23,0.16,3.35,3.35,3.12,1.9,0.56,0.01,0.04,0.01,39.37,7.96,0.12,2.23,0.67,0.11,1.67,0.11,1.78,1.34,0.89,3.68,1.34,1.56,6.5,54.42,12.94,3.57,1.45,4.53,27.43,2.12,0.67,1.12,0.56,6.04
"1140","Junior Firpo","Full-Back",1257,"Leeds United","Premier League",26,"https://fbref.com/en/players/24f59bb2/Junior-Firpo","ESP",10,14,978,0.09,0.09,0.09,0.01,0.07,1.56,3.96,2.76,0.09,0.09,0.09,0.09,0.01,44.82,7.05,0.06,2.94,0.55,0.28,1.56,0.18,1.75,1.66,1.75,5.15,2.39,1.84,4.98,56.32,11.13,1.01,0.46,4.19,25.67,1.38,0,0.55,1.01,4.05
"1141","Junior Messias","Winger",1645,"Milan","Serie A",31,"https://fbref.com/en/players/f49c4ae9/Junior-Messias","BRA",14,18,1103,0.33,0.16,0.33,0.16,0.04,2.53,3.1,7.51,1.96,0.73,0.01,0.04,0.01,33.29,6.12,0.07,2.12,0.24,0.08,2.86,0.41,1.22,1.22,0.49,2.04,1.71,0.41,3.4,45.45,18.6,3.43,1.63,3.88,26.52,2.37,0.9,1.63,1.39,3.43
"1142","Junior Sambia","Full-Back",2160,"Salernitana","Serie A",26,"https://fbref.com/en/players/24eb7ed6/Junior-Sambia","FRA",6,17,586,0,0,0,0.09,0.14,2.92,3.99,4.91,1.84,0.77,0,0,0.01,49.91,12.06,0.08,1.84,1.23,0.15,2.61,0,0.77,1.38,0.61,2.3,2.46,0.92,10.24,64.04,21.66,3.99,1.38,5.31,32.71,2.76,0.61,2.15,3.84,9.08
"1143","Junior Stanislas","Winger",452,"Bournemouth","Premier League",33,"https://fbref.com/en/players/6992791d/Junior-Stanislas","ENG",0,4,61,0,0,0,0,0.15,0,5.9,7.38,1.48,0,0,NA,0.06,41.31,115.97,0.3,4.43,0,0,5.9,0,0,2.95,0,0,0,0,NA,50.16,23.61,0,0,NA,26.56,1.48,0,0,1.48,0
"1144","Justin Kluivert","Winger",2602,"Valencia","La Liga",23,"https://fbref.com/en/players/4c3a6744/Justin-Kluivert","NED",11,21,1089,0.41,0,0.33,0.38,0.17,3.72,1.9,8.1,2.56,1.07,0.01,0.03,0.01,27.77,5.69,0.15,1.24,1.32,0.66,3.72,0.25,1.07,0.25,0.5,1.82,0.33,0.5,5.51,39.17,26.2,3.88,1.74,3.69,23.47,1.74,1.32,1.4,4.38,2.17
"1145","Kaan Ayhan","Centre-Back",2204,"Sassuolo","Serie A",28,"https://fbref.com/en/players/2200181e/Kaan-Ayhan","TUR",5,10,545,0,0,0,0,0,1.32,2.48,0,0.17,0.17,0,0,0,54.83,14.32,0,3.3,0,0,0.83,0,0.66,0.83,0.83,2.48,4.29,1.16,16.51,63.58,0.99,0,0,NA,38.81,0.83,0,1.32,0,3.67
"1146","Kai Havertz","Attacking Midfield",579,"Chelsea","Premier League",23,"https://fbref.com/en/players/fed7cb61/Kai-Havertz","GER",26,29,2218,0.28,0.04,0.24,0.39,0.14,2.03,2.96,7.71,2.48,1.1,0,0.01,0.01,30.68,3.26,0.1,1.66,0.93,0.08,2.31,0.16,0.61,1.1,0.28,1.62,1.5,0.37,1.3,44.27,22.68,2.15,0.61,1.15,25.48,1.06,1.14,0.89,0.49,2.26
"1147","Kaiky","Centre-Back",48,"Almería","La Liga",19,"https://fbref.com/en/players/55634fb8/Kaiky","BRA",6,11,488,0,0,0,0.02,0,1.11,1.84,0.18,0.18,0,0,NA,0.01,31.91,14.92,0,2.03,0.18,0,0.18,0,0.92,3.14,2.03,2.95,3.87,0.55,9.22,42.97,0.55,0.37,0.18,9.22,22.87,0.37,0,0.55,0.18,8.52
"1148","Kaj Sierhuis","Forward",2076,"Reims","Ligue 1",24,"https://fbref.com/en/players/9c2b1f11/Kaj-Sierhuis","NED",0,8,65,0,0,0,0.28,0,2.77,1.38,11.08,2.77,0,0,NA,0.17,22.15,60.65,0,0,0,0,1.38,0,2.77,2.77,0,2.77,1.38,0,0,34.62,18,1.38,1.38,138.46,31.85,2.77,0,1.38,1.38,0
"1149","Kalidou Koulibaly","Centre-Back",584,"Chelsea","Premier League",31,"https://fbref.com/en/players/da974c7b/Kalidou-Koulibaly","SEN",20,22,1790,0.1,0.05,0.1,0.05,0.02,0.5,4.07,0.2,0.55,0.2,0.01,0.03,0,73.66,4.36,0.02,4.17,0.45,0.05,1.06,0.15,1.46,1.46,1.46,3.62,3.82,1.26,3.22,84.32,3.17,0.3,0.2,3.35,54.15,0.4,0,0.45,0.2,2.72
"1150","Kalvin Phillips","Midfield",1566,"Manchester City","Premier League",27,"https://fbref.com/en/players/4f565d77/Kalvin-Phillips","ENG",0,6,71,0,0,0,0.13,0,0,5.07,0,2.54,0,0,NA,0.06,112.82,118.27,0,7.61,0,0,1.27,0,3.8,3.8,2.54,7.61,6.34,2.54,50.7,138.17,15.21,0,0,NA,72.25,0,0,0,0,0
"1151","Kamaldeen Sulemana","Winger",2100,"Rennes","Ligue 1",21,"https://fbref.com/en/players/a62f8bf1/Kamaldeen-Sulemana","GHA",2,14,326,0.28,0,0.28,0.39,0.17,4.69,4.97,15.74,3.59,0.83,0.02,0.09,0.03,42.79,22.61,0.25,1.93,1.38,0.55,3.59,0,0.83,0.55,1.1,2.76,0.55,0.28,5.52,63.5,36.72,8.83,4.14,12.95,52.18,2.76,2.76,1.66,2.76,12.26
"1152","Kamory Doumbia",NA,2060,"Reims","Ligue 1",20,"https://fbref.com/en/players/9226aa22/Kamory-Doumbia","MLI",11,21,935,0.19,0.19,0.1,0.27,0.25,2.41,5.97,6.26,2.21,0.87,0,0.01,0.01,39.08,7.59,0.12,4.81,0.96,0.1,3.47,0.29,1.06,1.16,1.16,3.37,0.1,0.87,3.33,52.56,18.77,2.5,1.25,4.81,39.47,1.64,0.29,0.48,0.77,2.81
"1153","Karim Adeyemi","Forward",716,"Dortmund","Bundesliga",21,"https://fbref.com/en/players/501055d8/Karim-Adeyemi","GER",13,17,867,0.31,0.21,0.31,0.26,0.22,2.7,2.91,8.72,2.08,0.93,0.02,0.03,0.01,32.6,7.64,0.18,1.35,1.25,0,3.53,0.73,0.73,1.14,0.62,1.76,0.1,0.62,3.11,47.75,25.74,5.92,1.87,3.28,31.76,2.49,1.14,1.97,1.56,8.08
"1154","Karim Bellarabi","Winger",1342,"Leverkusen","Bundesliga",33,"https://fbref.com/en/players/bee0bab1/Karim-Bellarabi","GER",1,6,82,0,0,0,0,0,3.29,3.29,10.98,0,0,NA,NA,NA,55.98,73.21,0,4.39,0,0,4.39,0,0,0,0,2.2,0,2.2,109.76,65.85,31.83,4.39,1.1,27.44,37.32,3.29,1.1,0,5.49,NA
"1155","Karim Benzema","Forward",1995,"Real Madrid","La Liga",35,"https://fbref.com/en/players/70d74ece/Karim-Benzema","FRA",18,18,1515,0.83,0.18,0.53,0.64,0.26,2.85,5.82,6.53,4.51,1.66,0.01,0.02,0.01,45.21,5.1,0.21,2.91,1.96,0,4.34,0.3,0.24,0.53,0.06,0.48,0.3,0.06,0.99,54.89,32.67,1.84,0.77,2.49,33.8,1.96,1.19,0.3,0.12,3.27
"1156","Karim Onisiwo","Forward",1516,"Mainz 05","Bundesliga",31,"https://fbref.com/en/players/f26834c7/Karim-Onisiwo","AUT",21,24,1928,0.42,0.05,0.42,0.27,0.11,2.66,1.73,8.22,2.66,1.21,0.01,0.02,0,22.08,2.63,0.14,0.98,0.75,0.19,3.13,0.37,0.37,0.65,0.09,0.75,0.28,0.14,1.08,35.76,21.01,3.55,1.26,1.66,20.63,1.35,1.21,1.21,2.01,2.19
"1157","Karim Rekik","Centre-Back",2293,"Sevilla","La Liga",28,"https://fbref.com/en/players/3376a776/Karim-Rekik","NED",9,10,664,0.14,0.14,0.14,0.09,0,1.36,5.02,0.68,0.68,0.14,0.03,0.14,0.02,63.84,12.75,0.01,4.47,0.27,0.14,0.95,0.27,0.14,0.54,0.81,1.08,1.76,0.14,6.78,70.21,5.29,0.41,0.14,4.51,52.18,0.81,0.14,0.41,0.14,9.94
"1158","Karim Zedadka","Full-Back",1795,"Napoli","Serie A",22,"https://fbref.com/en/players/2f45300d/Karim-Zedadka","FRA",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,180,9000,0,0,0,0,0,0,0,0,0,0,0,0,NA,180,0,0,0,NA,0,0,0,0,0,NA
"1159","Karl Toko Ekambi","Winger",1467,"Lyon","Ligue 1",30,"https://fbref.com/en/players/5ceba7fc/Karl-Toko-Ekambi","CMR",15,19,1353,0.27,0.13,0.27,0.29,0.2,3.86,2.39,12.51,2.73,1.26,0.01,0.01,0.01,41.04,5.31,0.21,1.93,1,0.13,3.13,0.13,0.6,0.8,0.6,1.2,0.4,0.27,1.78,51.75,27.34,3.53,1.73,3.27,42.97,2.33,1.6,0.6,1.66,2.22
"1160","Karol Fila","Full-Back",2374,"Strasbourg","Ligue 1",24,"https://fbref.com/en/players/50ac8941/Karol-Fila","POL",0,2,47,0,0,0,0.19,0,7.66,7.66,7.66,1.91,0,0,NA,0.13,78.51,154.15,0,9.57,1.91,0,5.74,1.91,0,0,1.91,1.91,1.91,0,NA,88.09,47.87,0,0,NA,68.94,1.91,3.83,0,5.74,NA
"1161","Karol Linetty","Midfield",2432,"Torino","Serie A",28,"https://fbref.com/en/players/d023d70f/Karol-Linetty","POL",20,27,1694,0.05,0,0.05,0.05,0.04,1.28,3.51,1.54,0.8,0.21,0,0.01,0,46.01,4.56,0.04,3.51,0.27,0.05,1.91,0.05,0.85,1.33,0.85,2.5,1.33,0.69,2.88,55.84,12.38,0.96,0.32,1.77,29.22,1.17,0.16,1.01,0.8,2.6
"1162","Kasper Dolberg","Forward",1104,"Hoffenheim","Bundesliga",25,"https://fbref.com/en/players/cc83b74d/Kasper-Dolberg","DEN",4,8,342,0,0,0,0.11,0.11,1.05,1.05,4.74,1.58,0.53,0,0,0.02,16.58,18.37,0.05,0.53,0.53,0,1.58,0,1.32,1.32,0,1.58,0.53,1.05,21.05,30.26,15.26,1.32,0.53,10.53,17.11,1.58,0.53,1.32,0.26,10.13
"1163","Kasper Schmeichel","Goalkeeper",1851,"Nice","Ligue 1",36,"https://fbref.com/en/players/53af52f3/Kasper-Schmeichel","DEN",28,28,2520,0,0,0,0,0.01,0,0,0,0,0,NA,NA,NA,33.07,2.78,0,0.21,0,0,0.36,0.04,0,0.04,0.04,0.07,0.29,0.04,0.89,34.93,0,0,0,NA,23.5,0,0,0,0,3.57
"1164","Kastriot Dermaku","Centre-Back",1231,"Lecce","Serie A",31,"https://fbref.com/en/players/2990c466/Kastriot-Dermaku","ALB",0,1,34,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.29,132.35,0,0,0,0,0,0,0,0,0,0,0,0,NA,5.29,0,0,0,NA,0,0,0,0,0,NA
"1165","Kays Ruiz","Midfield",285,"Auxerre","Ligue 1",20,"https://fbref.com/en/players/90a9cc01/Kays-Ruiz","MAR",1,1,62,0,0,0,0,0,1.45,0,2.9,0,0,NA,NA,NA,42.1,130.21,0,0,0,0,0,0,1.45,2.9,4.35,5.81,0,0,0,59.52,5.81,1.45,1.45,145.16,45,0,1.45,4.35,0,NA
"1166","Keane Lewis-Potter","Winger",473,"Brentford","Premier League",22,"https://fbref.com/en/players/41f08ac8/Keane-Lewis-Potter","ENG",3,10,321,0,0.28,0,0.14,0.34,2.24,1.68,10.93,1.96,0.56,0,0,0.02,24.11,15.98,0.08,0.56,0.84,0.28,2.24,0.56,0,1.4,0,0.28,0.56,0,NA,38.69,19.35,3.93,1.12,8.02,26.07,1.68,0.84,1.12,2.24,14.02
"1167","Keidi Bare","Midfield",832,"Espanyol","La Liga",25,"https://fbref.com/en/players/03049c8c/Keidi-Bare","ALB",3,12,335,0,0,0,0.13,0.05,1.07,4.03,1.61,1.07,0.54,0,0,0.03,46.75,22.08,0.03,4.03,0.27,0,1.61,0.27,0.81,1.34,2.96,4.84,1.34,0.81,11.53,58.57,11.01,1.61,0.54,8.95,31.16,2.15,0.27,1.88,1.07,8.95
"1168","Kelechi Iheanacho","Forward",1290,"Leicester City","Premier League",26,"https://fbref.com/en/players/c92e1a31/Kelechi-Iheanacho","NGA",7,23,796,0.34,0.45,0.34,0.51,0.34,2.71,2.15,8.48,3.28,1.02,0.01,0.04,0.02,26.91,8.17,0.12,1.47,0.57,0,3.28,0.45,0.23,0.57,0,0.68,0.79,0.34,4.85,39.57,21.03,3.51,1.58,5.11,24.87,1.02,1.92,0.23,0.68,2.4
"1169","Kelvin Amian","Full-Back",2331,"Spezia","Serie A",25,"https://fbref.com/en/players/bcc81786/Kelvin-Amian","FRA",18,22,1679,0,0.05,0,0.06,0.08,1.61,3.59,2.79,0.86,0.21,0,0,0,40.42,4.01,0.08,2.89,0.7,0.43,1.61,0.11,1.29,1.18,1.07,3.22,3.43,0.91,4.34,51.3,12.6,1.13,0.7,3.32,23.16,0.91,0.11,0.11,1.18,2.63
