"","Name","Position","index","Squad","Comp","Age","Url","Nation","Starts_Playing","MP_Playing","Min_Playing","Gls","Ast","G_minus_PK","npxG_Expected","xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","xA","Final_Third","PPA","CrsPA","SCA_SCA","GCA_GCA","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Tkl_Challenges","Tkl_percent_Challenges","Touches_Touches","Att 3rd_Touches","Att_Take","Succ_Take","Succ_percent_Take","Carries_Carries","Final_Third_Carries","CPA_Carries","Fld","Crs","Won_percent_Aerial"
"493","Delano Burgzorg","Winger",1505,"Mainz 05","Bundesliga",24,"https://fbref.com/en/players/05e2d5ea/Delano-Burgzorg","NED",0,11,212,0,0.42,0,0.08,0.04,0.42,1.27,8.49,1.7,0.85,0,0,0.02,18.25,31.58,0.08,0.42,0.42,0,1.7,0.85,1.27,0.85,0,1.27,0.42,0.85,28.32,33.96,22.5,5.52,2.55,19.61,23.77,0,1.27,1.27,0.42,3.52
"494","Dele Alli","Attacking Midfield",867,"Everton","Premier League",27,"https://fbref.com/en/players/cea4ee8f/Dele-Alli","ENG",0,2,40,0,0,0,0,0,0,2.25,2.25,0,0,NA,NA,NA,33.75,180,0,4.5,0,0,0,0,0,0,0,0,0,0,NA,45,24.75,2.25,0,0,24.75,0,0,2.25,0,74.92
"495","Demarai Gray","Winger",879,"Everton","Premier League",26,"https://fbref.com/en/players/4468ec10/Demarai-Gray","ENG",25,29,2279,0.16,0.04,0.08,0.16,0.15,3.4,1.78,7.11,1.97,0.79,0,0,0,30.96,2.74,0.15,1.18,0.67,0.24,3.4,0.16,0.83,0.75,0.43,1.5,0.63,0.55,2.12,43.08,23.58,3.16,1.11,1.38,26.46,2.17,1.82,1.66,6.24,0.77
"496","Demba Seck","Winger",2449,"Torino","Serie A",22,"https://fbref.com/en/players/16463a79/Demba-Seck","SEN",5,15,397,0,0,0,0.09,0.05,4.08,2.72,7.93,1.81,0.45,0,0,0.01,27.43,17.23,0.05,1.36,0.68,0,2.04,0,0.45,0.68,0.23,1.36,0.23,0.45,15.12,41.03,19.5,5.21,2.95,12.81,28.56,2.95,1.81,3.17,1.13,5.24
"497","Denis Genreau","Attacking Midfield",2494,"Toulouse","Ligue 1",23,"https://fbref.com/en/players/badcdcae/Denis-Genreau","AUS",2,15,315,0,0.29,0,0.11,0.2,1.43,4.29,3.71,1.43,0.29,0,0,0.03,39.43,20.09,0.14,2.57,1.14,0.29,2.86,0.57,1.71,2.57,1.43,6.86,2.57,1.14,8.8,58.29,15.43,3.14,0.86,7.8,34.29,0.57,0,0.29,2.57,9.51
"498","Denis Suárez","Attacking Midfield",864,"Espanyol","La Liga",29,"https://fbref.com/en/players/12c50af5/Denis-Suarez","ESP",4,10,439,0,0,0,0.08,0.14,3.28,3.9,4.1,0.41,0.21,0,0,0.04,42.64,15.17,0.18,2.87,1.03,0.21,3.69,0,1.03,1.44,0.41,2.05,0.21,0.82,4.82,52.28,15.99,4.72,3.08,13.37,34.03,2.67,0.41,1.23,3.28,5.13
"499","Denis Zakaria","Midfield",595,"Chelsea","Premier League",26,"https://fbref.com/en/players/384d58d9/Denis-Zakaria","SUI",5,7,411,0,0,0,0.04,0,1.97,1.31,0.66,0.44,0,0,NA,0.02,39.2,19.34,0.02,1.75,0,0,0.44,0,1.09,0.88,0.66,2.63,2.19,0.44,5.47,47.74,9.64,1.75,1.09,13.69,30.66,0.66,0.44,0.44,0.22,0
"500","Deniz Undav","Forward",536,"Brighton","Premier League",26,"https://fbref.com/en/players/dd549382/Deniz-Undav","GER",2,13,258,0,0,0,0.77,0.24,1.05,1.05,7.67,4.88,1.4,0,0,0.06,22.33,28.36,0.24,0.35,0.7,0,3.84,0.35,1.05,0.35,0,1.4,0.35,0.35,34.88,33.14,21.63,0.35,0,0,14.65,1.05,0.7,0.35,0.35,17.44
"501","Dennis Appiah","Full-Back",1749,"Nantes","Ligue 1",30,"https://fbref.com/en/players/feb5d3ab/Dennis-Appiah","FRA",9,15,795,0,0,0,0.05,0.02,1.7,4.42,5.77,0.57,0.11,0,0,0.01,52.98,8.2,0.03,3.4,0.79,0.45,1.25,0.11,1.25,1.47,1.13,3.51,1.81,1.13,4.19,62.72,12.79,2.04,0.68,3.77,42.11,1.47,0,0.11,2.38,5.66
"502","Dennis Geiger","Midfield",1109,"Hoffenheim","Bundesliga",24,"https://fbref.com/en/players/37f606f0/Dennis-Geiger","GER",23,23,1671,0.05,0.11,0.05,0.01,0.12,1.08,4.79,1.18,0.27,0.16,0.01,0.02,0,40.23,4.36,0.15,3.39,0.59,0,2.85,0.27,1.18,1.18,0.92,3.07,0.7,1.08,3.26,48.2,9.96,0.75,0.38,2.69,24.78,0.59,0,0.97,2.53,1.51
"503","Dennis Praet","Midfield",1303,"Leicester City","Premier League",28,"https://fbref.com/en/players/86695068/Dennis-Praet","BEL",5,18,578,0.16,0,0.16,0.16,0.05,2.18,2.34,5.92,0.62,0.31,0.04,0.08,0.04,36.75,11.62,0.05,1.25,0.78,0.16,1.71,0,1.25,1.56,0.78,2.49,0.78,0.93,9.34,46.4,16.35,1.87,0.78,6.49,24.6,0.93,0.16,1.25,2.18,1.42
"504","Denso Kasius","Full-Back",411,"Bologna","Serie A",20,"https://fbref.com/en/players/7ae36711/Denso-Kasius","NED",4,7,342,0,0.53,0,0.03,0.18,2.37,2.37,5.53,1.05,0,0,NA,0.01,50.53,19.61,0.21,1.58,2.11,1.58,3.95,0.53,1.58,1.58,0.79,3.95,1.58,2.11,21.05,63.95,17.11,2.63,1.58,15.79,33.42,2.63,0.26,0.26,3.16,5.26
"505","Dénys Bain","Centre-Back",261,"Auxerre","Ligue 1",29,"https://fbref.com/en/players/5065d67d/Denys-Bain","FRA",1,2,126,0,0,0,0,0,0,2.14,0,0,0,NA,NA,NA,40,66.36,0,0.71,0,0,0,0,2.14,1.43,1.43,4.29,2.86,0.71,35.71,50,0,0.71,0.71,71.43,34.29,0,0,0.71,0,53.57
"506","Denzel Dumfries","Winger",1138,"Inter","Serie A",27,"https://fbref.com/en/players/481c9ece/Denzel-Dumfries","NED",21,27,1831,0.05,0.15,0.05,0.16,0.22,2.46,2.41,7.72,1.43,0.64,0,0,0.01,39.47,3.58,0.17,1.13,1.38,0.74,3.1,0.49,0.64,1.38,0.59,1.92,1.08,0.84,2.88,49.79,20.15,2.11,0.79,1.83,26.05,1.38,1.03,1.57,3.54,2.49
"507","Désiré Doué","Attacking Midfield",2091,"Rennes","Ligue 1",17,"https://fbref.com/en/players/9e7483ff/Desire-Doue","FRA",11,24,1099,0.25,0.08,0.25,0.13,0.12,3.03,4.67,6.63,1.72,0.49,0.01,0.04,0.01,36.2,6.41,0.11,3.36,1.06,0.08,2.87,0.16,1.47,1.39,0.98,4.01,0.25,1.06,3.43,52.17,20.06,6.22,3.77,4.95,40.21,2.54,0.74,2.29,2.37,3.56
"508","Deyovaisio Zeefuik","Full-Back",1067,"Hellas Verona","Serie A",25,"https://fbref.com/en/players/58a2e9f6/Deyovaisio-Zeefuik","NED",0,1,10,0,0,0,0,0,9,0,9,0,0,NA,NA,NA,63,642.6,0,0,0,0,0,0,9,0,0,9,0,0,NA,90,27,9,0,0,54,0,9,0,9,NA
"509","Diadie Samassékou","Midfield",1120,"Hoffenheim","Bundesliga",27,"https://fbref.com/en/players/08593525/Diadie-Samassekou","MLI",1,2,34,0,0,0,0,0,0,2.65,2.65,0,0,NA,NA,NA,52.94,225,0,5.29,0,0,0,0,0,0,0,2.65,0,0,0,60.88,7.94,2.65,2.65,264.71,23.82,0,0,0,0,NA
"510","Diant Ramaj","Goalkeeper",765,"Eint Frankfurt","Bundesliga",21,"https://fbref.com/en/players/b90c4a43/Diant-Ramaj","GER",1,1,90,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,25,84,0,0,0,0,0,0,0,0,0,0,1,0,NA,28,0,0,0,NA,18,0,0,0,0,100
"511","Diego Carlos","Centre-Back",127,"Aston Villa","Premier League",30,"https://fbref.com/en/players/b4a014b1/Diego-Carlos","BRA",2,2,179,0,0,0,0.2,0,0,5.03,0,2.01,0,0,NA,0.05,64.36,39.67,0,4.02,0,0,1.01,0,0,1.01,0.5,1.01,1.01,0,0,70.39,4.53,0,0,NA,46.26,1.01,0,0,0.5,25.14
"512","Diego Coppola","Centre-Back",1039,"Hellas Verona","Serie A",19,"https://fbref.com/en/players/22ae86f9/Diego-Coppola","ITA",11,14,1050,0,0,0,0.03,0,0.77,3.17,0.69,0.26,0,0,NA,0.01,43.29,6.2,0.02,2.31,0.26,0.09,0.77,0,1.29,1.54,1.11,2.91,2.91,0.86,5.04,53.74,5.14,0.34,0.17,4.29,24.69,0.69,0,0,0.26,4.65
"513","Diego Costa","Forward",2771,"Wolves","Premier League",34,"https://fbref.com/en/players/a190d597/Diego-Costa","ESP",11,17,871,0.1,0,0.1,0.27,0.05,1.55,0.83,4.96,2.58,1.14,0,0.01,0.01,14.88,7.17,0.05,0.62,0.21,0,1.76,0.1,0,0.52,0.21,0.41,1.34,0.1,2.58,23.35,12.09,0.62,0.21,3.44,13.02,0.52,0.93,0.62,0.62,3.73
"514","Diego Demme","Midfield",1777,"Napoli","Serie A",31,"https://fbref.com/en/players/dc3fa3b5/Diego-Demme","GER",1,5,90,0,0,0,0,0,3,15,1,0,0,NA,NA,NA,159,95,0.1,11,1,0,2,0,0,2,0,1,1,0,0,171,21,3,1,33.3,116,1,0,3,0,0
"515","Diego González","Centre-Back",786,"Elche","La Liga",28,"https://fbref.com/en/players/4ac7608e/Diego-Gonzalez","ESP",8,16,958,0,0,0,0.08,0,0.09,1.22,0.19,0.56,0,0,NA,0.01,35.89,7.36,0,1.5,0.09,0,0,0,0.66,1.32,0.66,1.78,4.7,0.66,5.97,45.75,1.6,0.28,0.09,3.13,22.55,0,0,0.47,0.09,6.61
"516","Diego Llorente","Centre-Back",1273,"Leeds United","Premier League",29,"https://fbref.com/en/players/bba30585/Diego-Llorente","ESP",7,8,649,0,0,0,0.1,0,0.28,3.74,0.14,0.83,0,0,NA,0.02,59.49,11.51,0,2.36,0,0,0.83,0.14,1.39,0.83,2.08,3.88,3.33,0.55,6.93,70.17,2.08,0.42,0.28,9.25,42.02,0.14,0,0.28,0.14,9.98
"517","Diego López","Goalkeeper",1982,"Rayo Vallecano","La Liga",41,"https://fbref.com/en/players/73683fa9/Diego-Lopez","ESP",1,1,90,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,29,75.9,0,0,0,0,0,0,0,0,0,0,0,0,NA,29,0,0,0,NA,14,0,0,0,0,NA
"518","Diego Moreno","Midfield",1911,"Osasuna","La Liga",21,"https://fbref.com/en/players/a21417e2/Diego-Moreno","ESP",6,8,536,0,0,0,0.07,0.02,1.18,1.85,3.19,0.84,0.17,0,0,0.01,47.85,11.13,0.03,2.35,0.34,0.17,0.84,0,0.67,0.84,0.17,0.84,2.69,0.5,8.4,56.08,12.43,1.51,0.5,5.59,26.03,0.67,0.34,0.67,3.19,5.59
"519","Diego Noguerol","Forward",2617,"Valencia","La Liga",20,"https://fbref.com/en/players/c487901c/Diego-Noguerol","ESP",0,1,10,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,27,900,0,0,0,0,0,0,0,0,0,0,0,0,NA,27,18,0,0,NA,18,0,0,0,0,NA
"520","Diego Rico","Full-Back",2045,"Real Sociedad","La Liga",30,"https://fbref.com/en/players/d9ba39fc/Diego-Rico","ESP",16,18,1466,0,0,0,0.01,0.09,1.72,3.5,4.05,0.43,0.12,0,0,0,55.62,4.65,0.1,3.25,1.17,0.61,1.96,0.06,0.98,0.92,1.17,2.95,2.58,0.61,2.92,66.43,16.88,1.66,0.8,2.95,30.57,1.47,0,1.53,3.07,3.07
"521","Dikeni Salifou","Midfield",2706,"Werder Bremen","Bundesliga",19,"https://fbref.com/en/players/e1830c52/Dikeni-Salifou","TOG",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA
"522","Dimitri Foulquier","Full-Back",2604,"Valencia","La Liga",30,"https://fbref.com/en/players/45e17712/Dimitri-Foulquier","FRA",13,22,1295,0,0.07,0,0.01,0.08,2.71,3.68,4.45,0.14,0,0,NA,0,49.41,4.93,0.1,2.85,1.18,0.69,1.32,0.07,0.97,1.18,0.49,2.08,1.74,1.04,5.48,58.45,18.14,1.95,0.76,2.73,29.47,1.81,0.42,0.56,4.24,3.22
"523","Dimitri Liénard","Midfield",2385,"Strasbourg","Ligue 1",35,"https://fbref.com/en/players/f7691f63/Dimitri-Lienard","FRA",18,23,1468,0,0,0,0.03,0.12,1.35,3.99,6.25,0.74,0.12,0,0,0,56.83,4.51,0.15,2.88,1.53,0.55,3.31,0.06,1.66,1.59,0.8,3.43,1.41,1.96,3.7,67.44,21.76,1.53,0.49,1.96,42.12,2.21,0.12,0.8,6.87,3.26
"524","Dimitri Payet","Attacking Midfield",1623,"Marseille","Ligue 1",36,"https://fbref.com/en/players/58ae47b2/Dimitri-Payet","FRA",8,21,735,0.24,0.37,0.12,0.18,0.43,2.45,7.47,8.94,2.57,0.49,0.01,0.03,0.01,53.27,8.87,0.4,4.16,2.94,0.12,5.76,0.61,0.49,0.49,0,0.73,0.24,0.37,3.67,62.2,32.08,2.57,1.22,5.83,48.98,1.84,0.73,1.96,6,4.08
"525","Dimitris Nikolaou","Centre-Back",2357,"Spezia","Serie A",24,"https://fbref.com/en/players/cf961d8d/Dimitris-Nikolaou","GRE",27,28,2365,0,0,0,0.01,0.03,0.68,3.23,0.46,0.27,0.04,0,0,0,52.74,3.1,0.02,3.35,0.11,0.08,0.72,0,0.95,1.29,0.84,2.17,2.51,0.68,2.74,60.81,3.62,0.49,0.34,2.63,36.57,0.61,0,0.61,0.38,1.86
"526","Diogo Dalot","Full-Back",1579,"Manchester Utd","Premier League",24,"https://fbref.com/en/players/d9565625/Diogo-Dalot","POR",20,21,1790,0.05,0.1,0.05,0.12,0.1,2.11,4.12,3.67,1.06,0.3,0,0.01,0.01,60.64,3.92,0.08,3.77,1.36,0.65,2.46,0.1,1.76,1.21,1.46,3.77,2.31,1.41,3.52,70.74,16.94,1.61,0.91,2.83,36.6,1.26,0.6,0.15,2.01,3.41
"527","Diogo Jota","Winger",1406,"Liverpool","Premier League",26,"https://fbref.com/en/players/178ae8f8/Diogo-Jota","POR",8,14,750,0.24,0.48,0.24,0.34,0.24,2.88,2.76,7.56,2.52,0.6,0.01,0.05,0.02,29.88,8.58,0.16,2.4,0.72,0.12,2.64,0.6,1.08,0.36,0.36,2.28,0.96,0.96,3.31,43.92,18.24,3.72,1.44,4.64,26.88,2.4,1.08,1.44,0.72,5.15
"528","Diogo Leite","Centre-Back",2582,"Union Berlin","Bundesliga",24,"https://fbref.com/en/players/c4987edc/Diogo-Leite","POR",21,23,1849,0,0.05,0,0.03,0.02,0.73,4.58,0.63,0.44,0,0,NA,0,55.05,3.82,0.03,3.89,0.19,0.05,0.83,0.1,0.73,0.92,1.12,2.43,3.94,0.78,2.78,65.42,4.28,0.15,0,0,36.65,0.73,0.05,1.02,0.15,2.68
"529","Dion Lopy","Midfield",2075,"Reims","Ligue 1",21,"https://fbref.com/en/players/64c14d49/Dion-Lopy","SEN",14,24,1205,0,0.07,0,0.05,0.12,1.2,6.57,2.39,1.2,0.3,0,0,0,48.55,6.34,0.04,5.53,0.22,0,2.69,0.3,1.49,1.94,1.57,4.41,1.34,1.64,2.88,61.69,13.22,2.54,1.12,3.29,45.63,1.49,0.07,1.64,0.37,4.85
"530","Divock Origi","Forward",1651,"Milan","Serie A",28,"https://fbref.com/en/players/43a166b4/Divock-Origi","BEL",8,22,854,0.21,0.11,0.21,0.2,0.13,1.58,1.05,6.96,2.63,1.05,0.01,0.02,0.01,16.33,7.13,0.04,0.42,0.53,0.11,2.21,0.11,0.32,0.42,0,0.84,1.26,0.42,5.27,29.51,15.91,2.85,1.16,4.29,16.55,1.05,1.05,1.48,0.95,3.51
"531","Djed Spence","Full-Back",2104,"Rennes","Ligue 1",22,"https://fbref.com/en/players/9bc9a519/Djed-Spence","ENG",7,8,573,0,0,0,0.06,0.02,3.3,3.3,2.83,0.47,0.16,0,0,0.02,49.48,13.87,0.03,3.61,0.79,0.16,1.73,0,0.94,1.57,0.63,2.83,2.36,1.73,9.6,61.88,15.39,4.24,2.36,8.73,42.09,2.51,0.79,1.41,0.63,12.57
"532","Djené","Centre-Back",986,"Getafe","La Liga",31,"https://fbref.com/en/players/a4971d84/Djene","TOG",26,26,2256,0,0.04,0,0.02,0.02,0.24,2.15,0.48,0.28,0.04,0,0,0,36.54,3.1,0.04,1.95,0.4,0.32,0.96,0.2,0.64,0.8,1.28,2.23,2.75,0.56,2.15,44.56,3.11,0.68,0.4,2.35,24.22,0.32,0,1.32,0.68,2.62
"533","Djibril Sow","Midfield",768,"Eint Frankfurt","Bundesliga",26,"https://fbref.com/en/players/4c6facae/Djibril-Sow","SUI",25,27,2225,0.16,0,0.16,0.06,0.03,1.29,6.63,1.05,0.97,0.36,0.01,0.02,0,54.65,3.42,0.04,4.49,0.69,0.04,1.66,0.12,0.85,0.81,1.13,2.63,0.85,0.73,1.97,63.67,9.51,0.77,0.44,2.34,38.75,1.21,0.16,1.58,0.2,1.76
"534","Dodi Lukebakio","Winger",1080,"Hertha BSC","Bundesliga",25,"https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio","BEL",22,27,1993,0.45,0.05,0.27,0.19,0.15,3.61,1.49,6.95,2.3,0.9,0.01,0.01,0,22.94,3.01,0.18,0.59,0.9,0.27,2.89,0.18,0.5,0.95,0.36,1.13,0.59,0.27,1.35,36.58,18.29,4.79,2.03,1.92,23.57,2.12,1.76,2.26,2.48,1.47
"535","Dodô","Full-Back",904,"Fiorentina","Serie A",24,"https://fbref.com/en/players/b5f7d10b/Dodo","BRA",23,26,1931,0,0.09,0,0.02,0.07,2.33,5.69,4.24,0.47,0.14,0,0,0,58.87,3.78,0.08,3.59,1.07,0.33,2.66,0.14,0.84,0.98,1.03,2.52,1.58,0.89,2.46,67.26,17.94,1.91,0.98,2.39,40.27,2.19,0.19,1.54,2.24,3.11
"536","Doğan Alemdar","Goalkeeper",2084,"Rennes","Ligue 1",20,"https://fbref.com/en/players/9e17ccff/Dogan-Alemdar","TUR",3,4,315,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.86,19.57,0,0.57,0,0,0,0,0,0,0,0,0.29,0,NA,32.86,0,0,0,NA,21.14,0,0,0,0,28.57
"537","Domagoj Bradarić","Full-Back",2145,"Salernitana","Serie A",23,"https://fbref.com/en/players/8bbe2df5/Domagoj-Bradaric","CRO",19,25,1805,0,0.1,0,0.01,0.11,2.64,2.09,4.84,0.35,0,0,NA,0,44.68,3.67,0.07,1.55,0.8,0.45,1.8,0.15,0.6,0.8,0.9,1.75,1.7,0.35,2.68,52.4,15.76,1.89,0.55,1.44,27.42,1.84,0.35,0.65,3.24,1.66
"538","Domenico Berardi","Winger",2211,"Sassuolo","Serie A",28,"https://fbref.com/en/players/53a0e358/Domenico-Berardi","ITA",16,19,1317,0.41,0.41,0.14,0.24,0.27,2.32,5.54,9.43,3.9,0.89,0,0.01,0,43.05,4.59,0.25,1.64,2.32,0.27,4.78,0.89,0.82,0.62,0.89,2.12,0.96,0.48,1.59,56.04,29.11,2.19,1.09,3.42,35.95,1.37,1.16,1.98,3.55,2.46
"539","Domingos André Ribeiro Almeida","Midfield",2597,"Valencia","La Liga",22,"https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida","POR",21,26,1850,0.1,0.15,0.1,0.03,0.11,2.63,7.15,2.48,0.68,0.29,0.01,0.02,0,49.77,3.91,0.12,5.5,1.46,0.44,3.11,0.19,1.56,0.88,0.68,3.02,0.58,0.88,2.31,59.84,21.41,3.31,1.65,2.43,38.04,2.58,0.1,1.56,3.6,1.58
"540","Domingos Duarte","Centre-Back",987,"Getafe","La Liga",28,"https://fbref.com/en/players/93090f69/Domingos-Duarte","POR",27,27,2374,0,0.08,0,0.05,0.03,0.15,1.97,0,0.53,0.15,0,0,0,32.19,2.93,0,1.55,0.04,0,0.42,0.11,0.68,0.99,1.36,2.35,5,0.72,2.77,41.97,1.25,0.23,0.19,3.16,20.13,0.08,0,0.76,0,2.43
"541","Domingos Quina","Midfield",801,"Elche","La Liga",23,"https://fbref.com/en/players/41fb0f4e/Domingos-Quina","POR",2,10,275,0,0,0,0.07,0.13,3.93,5.56,2.29,1.96,0,0,NA,0.01,48.11,27.16,0.16,5.24,1.31,0.33,1.96,0,0.65,1.64,0.98,1.96,0.33,0.33,10.9,62.51,17.35,3.27,1.64,16.36,45.49,2.62,0.98,3.6,1.96,0
"542","Dominic Calvert-Lewin","Forward",869,"Everton","Premier League",26,"https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin","ENG",9,11,731,0.12,0,0.12,0.36,0.04,1.35,0.98,3.69,1.97,0.49,0.01,0.03,0.02,17.11,7.62,0.02,0.98,0.12,0,1.6,0.25,0.12,0.25,0.12,0.49,0.62,0.12,3.08,27.7,14.16,2.22,1.23,6.85,14.16,0.62,0.98,0.98,0.25,5.68
"543","Dominic Solanke","Forward",451,"Bournemouth","Premier League",25,"https://fbref.com/en/players/e77dc3b2/Dominic-Solanke","ENG",25,26,2234,0.2,0.24,0.2,0.31,0.13,1.85,1.37,5.24,2.5,1.01,0,0.01,0,16.2,2.75,0.08,0.73,0.36,0,2.01,0.48,0.2,0.81,0.08,0.44,1.45,0.16,1.01,31.18,13.54,3.5,1.37,1.58,19.9,1.17,1.05,1.69,0.32,1.44
"544","Dominick Drexler","Attacking Midfield",2242,"Schalke 04","Bundesliga",32,"https://fbref.com/en/players/809940aa/Dominick-Drexler","GER",14,21,1135,0.24,0.24,0.24,0.15,0.15,0.87,3.25,4.12,1.11,0.4,0.02,0.05,0.01,31.48,5.15,0.11,2.06,1.11,0.56,3.09,0.32,1.19,1.19,0.32,1.9,0.87,0.48,2.64,40.2,13.88,1.27,0.56,3.47,19.9,0.95,0.08,1.67,2.62,3.4
"545","Dominik Kohr","Midfield",1517,"Mainz 05","Bundesliga",29,"https://fbref.com/en/players/0fbecd11/Dominik-Kohr","GER",22,25,1869,0.14,0,0.14,0.07,0.04,0.48,6.02,1.64,1.49,0.39,0,0.02,0,47.72,3.49,0.07,4.67,0.77,0,2.36,0.14,1.2,1.64,1.44,3.66,0.96,1.01,2.02,57.64,9.92,0.72,0.24,1.6,26.44,0.48,0.05,1.4,0.19,2.21
